Year,Latitude,Longitude,Magnitude
1966,37.68,115.27,6.2
1966,37.25,114.78,5.3
1966,41.2,69.1,
1966,38,42.6,4.8
1966,-10.343,160.883,7.1
1966,29.554,80.854,6.3
1966,38.5,41.3,
1966,38.9,41.3,4.6
1966,44.75,37,5.5
1966,28.7,78.9,5.6
1966,39.2,41.6,6.8
1966,37.5,22.1,5.9
1966,4.6,-73.9,5.2
1966,24,97.7,5.4
1966,10.8,-69.5,5
1966,27.5,100.1,6.4
1966,43.83,125.12,5.2
1966,-10.748,-78.638,8.1
1966,39.2,21.2,5.7
1966,-25.5,-70.7,7.8
1966,-11.893,166.445,7.8
1966,-12.334,166.684,7.2
1967,38.4,22,6
1967,48.1,102.8,7.5
1967,30.2,104.1,5.5
1967,40,20.2,5.6
1967,2.9,-74.9,6.8
1967,-9.2,113.1,6.8
1967,45.53,151.11,7
1967,38.5,116.5,6.3
1967,-3.7,119.3,5.5
1967,5.5,97.3,6.1
1967,39.5,21.2,5.9
1967,35.5,-0.1,5
1967,40.7,30.8,7.3
1967,39.5,40.4,6.2
1967,6.8,-73,6.8
1967,10.6,-67.3,6.5
1967,43.2,-0.5,5.3
1967,-4.4,152.5,6.4
1967,31.6,100.3,6.8
1967,-10.6,-79.8,7
1967,24.5,122.2,7
1967,-28.78,-71.19,5.9
1967,41.5,20.5,6.5
1967,37.717,115.217,5.7
1967,17.412,73.885,6.6
1967,36.467,111.217,5.4
1967,-21.7,-69.5,7.5
1968,12.1,-86.2,4.6
1968,37.9,13.1,6
1968,37.8,13.2,5.1
1968,43.586,146.701,7.3
1968,-5.5,153.2,7.8
1968,39.368,24.957,7.2
1968,32,130.6,6.3
1968,36.08,5.07,4.9
1968,37.7,-29.4,7.6
1968,-0.6,34.4,4.6
1968,32.3,132.5,7.5
1968,44.08,8,4.6
1968,39.2,44.3,5.3
1968,39.3,44.4,
1968,40.8,143.2,8.2
1968,41.5,142.7,7.5
1968,-41.7,172,7.1
1968,-2.9,139.3,7.7
1968,39.1,46.1,5
1968,39.4,143.1,7.2
1968,-5.6,-77.2,7
1968,29.8,51.2,5.3
1968,-30.8,-178.4,7.3
1968,16.5,122.2,7.3
1968,16.5,-97.8,7.5
1968,33.3,132.2,
1968,1.4,126.2,7.6
1968,0.2,119.8,7.4
1968,34,59,7.3
1968,39.1,46.2,5
1968,34,58.2,6.5
1968,41.8,32.3,6.6
1968,33.9,58.2,5.4
1968,10.5,-62.6,6.2
1968,39.2,40.1,5.1
1968,15.5,-92.7,5.7
1968,26.3,140.6,7.5
1968,-31.6,117,6.9
1968,-3.4,143.3,7.5
1968,42.1,19.3,5.3
1969,37.1,57.9,5.6
1969,-7.9,158.9,7.5
1969,45,143.2,7.6
1969,4.8,127.4,7.5
1969,41.45,79.367,6.3
1969,-3.1,118.9,7.4
1969,36.017,-10.95,7.8
1969,39.2,28.5,5.6
1969,38.6,28.4,6.5
1969,11.9,41.21,6.2
1969,27.7,34,7
1969,40.7,19.8,5.5
1969,32.2,132.1,
1969,39.2,28.6,5.1
1969,38.2,119.4,7.4
1969,-11.9,-75.1,5.9
1969,22.317,111.8,6.4
1969,-6.6,146.9,5.4
1969,43.2,12.4,4.7
1969,43.6,147.9,8.2
1969,39.7,74.8,5.5
1969,-32.9,19.7,6.3
1969,-11.7,-75.1,6.2
1969,38.467,-122.692,4.8
1969,-33.1,19.6,5.8
1969,44.9,17.3,6
1969,44.9,17.2,6.4
1969,2.1,94.6,7.7
1969,57.7,163.6,7.3
1969,-0.8,-78.3,4.2
1969,15.8,-59.7,7.2
1970,24.1,102.5,7.8
1970,6.8,126.7,7.6
1970,12.6,122.1,7.1
1970,-9.9,-75.6,5.4
1970,57.5,-153.9,6
1970,38.6,44.7,4.8
1970,21.7,73,5.4
1970,39.2,29.5,7.4
1970,15.78,121.71,7.3
1970,39.1,28.7,5.7
1970,43,47,5.7
1970,43,47.1,6.5
1970,-9.2,-78.8,7.9
1970,42.5,78.8,6.6
1970,-59.1,157.8,7.6
1970,-52,-73.8,6
1970,-22.28,-70.55,6.4
1970,51.8,-131,7.5
1970,38.8,36.7,4.9
1970,32.2,131.7,7
1970,37.8,55.9,6.7
1970,-1.5,-72.6,7.1
1970,-14.095,166.57,7.5
1970,44,16,5.5
1970,6.2,-77.6,6.6
1970,-44.64,173.62,5.1
1970,20.6,122,5.3
1970,-4.907,145.471,7.3
1970,-20.94,-69.81,6
1970,43.84,39.34,5.1
1970,-4,-80.7,7.6
1971,-3.1,139.7,8.1
1971,0.6,98.8,7.1
1971,42.5,11.8,4.6
1971,34.412,-118.4,6.5
1971,36.6,55.6,5.3
1971,29.8,51.9,5.1
1971,28.3,55.6,5.9
1971,51.4,-177.2,7.1
1971,37.6,29.8,5.9
1971,38.8,40.5,6.7
1971,18,-69.8,6.1
1971,-7.2,109.1,5.2
1971,-25.5,-69.2,6.3
1971,-32.5,-71.2,7.8
1971,-5.5,153.9,7.9
1971,44.8,10.3,5.2
1971,-4.9,153.2,7.9
1971,-2.7,-77.4,6.3
1971,41.4,143.5,7.3
1971,36.3,52.7,5.3
1971,28.9,103.7,5.9
1971,30,50.7,4.8
1971,46.5,141.2,7.1
1971,46.7,141.4,5.5
1971,46.4,141.2,6.6
1971,46.3,140.9,6.2
1971,-6.5,146.6,7
1971,46.4,141.1,6.1
1971,-14.1,-73.3,5.7
1971,-15.5,167.2,7.1
1971,51.5,179.1,5.7
1971,52.9,159.2,6.3
1971,56,163.3,7.8
1972,22.6,122.1,7.6
1972,22.5,122.3,7.5
1972,23,122.2,7.7
1972,43.8,13.3,4.8
1972,29.7,50.9,4.5
1972,33.3,140.8,7.2
1972,-6.8,-76.8,6.1
1972,28.4,52.8,6.9
1972,23.6,121.6,6.9
1972,13.4,120.3,7.2
1972,-30.5,-71.8,6.6
1972,3.9,124.3,7.8
1972,43.8,13.3,4.4
1972,36.2,69.7,6.1
1972,30.1,50.8,5.3
1972,56.82,-135.68,7.6
1972,-6,152.9,7.1
1972,36,73.4,6.2
1972,46,-1.1,5.3
1972,37.9,22.4,6
1972,38.3,20.3,6.3
1972,-20,168.8,7
1972,6.5,126.6,7.4
1972,33.3,140.7,7.4
1972,12.4,-86.1,6.2
1972,-30.6,-71,5.4
1973,18.48,-103,7.5
1973,31.4,100.58,7.6
1973,-39.58,176.57,5.1
1973,34.1,-119,5.7
1973,28.58,52.62,5.2
1973,50.5,156.6,7.2
1973,-34.13,150.27,5.5
1973,13.4,122.8,7.5
1973,11.66,43.03,5.9
1973,10.679,-84.759,6.5
1973,4.956,-78.144,6.5
1973,19.936,-155.098,6.5
1973,43.2,145.8,7.7
1973,43.3,146.4,7.1
1973,43.2,146.6,6.6
1973,35.18,86.48,7.5
1973,37.66,15.167,3.5
1973,18.27,-96.6,6.2
1973,-32.5,-71.5,6.7
1973,-60.82,-21.55,7.5
1973,38.9,20.44,5.5
1973,30.57,52.89,5.5
1973,38.46,-28.31,5.1
1973,35.18,23.8,5.6
1973,-14.46,166.6,7.5
1973,-15.12,166.9,7.2
1974,-12.3,-76.35,6.3
1974,-7.5,155.9,7
1974,38.6,27,5.2
1974,-7.4,155.6,7.1
1974,6.89,-72.93,5
1974,31.6,119.2,5.5
1974,34.5,138.7,6.5
1974,28.24,104.01,7.1
1974,10.56,-63.38,6.1
1974,44.97,15.53,4.5
1974,-22.124,-64.638,5.9
1974,45.14,94.03,6.7
1974,7.75,-77.69,7.3
1974,36,139.82,5.7
1974,-38.5,-73.4,7.1
1974,-0.28,12.92,6.2
1974,43.2,146.7,6.7
1974,-12.27,-77.79,8.1
1974,17.3,-62,7.5
1974,28,55.8,5.4
1974,35.1,72.9,6.2
1975,42.89,46.99,5.2
1975,-5,130,5.9
1975,32.46,78.43,6.8
1975,33,131.1,5.8
1975,53.11,173.5,7.6
1975,40.64,122.58,7.4
1975,-6.7,106.7,5.6
1975,27.5,56.26,6.1
1975,-29.9,-71.3,6.9
1975,40.42,26.14,6.7
1975,42.06,-112.55,6
1975,10.04,-69.75,6.1
1975,33.19,131.3,6.1
1975,-38.18,-73.23,7.7
1975,35.997,-17.649,7.7
1975,43.024,147.734,7
1975,21.49,94.7,6.5
1975,36.32,5.241,4.3
1975,-6.59,155.054,7.9
1975,-7.104,155.152,7.7
1975,39.439,-121.528,5.6
1975,38.474,40.723,6.7
1975,31.599,51.037,5
1975,-24.894,-175.119,7.8
1975,12.54,125.993,7.6
1975,13.843,144.754,6.1
1975,19.451,-155.033,7.7
1975,-18.672,178.464,4.9
1975,-16.265,-172.467,7.8
1975,38.628,21.798,5.5
1976,66.16,-16.58,6.4
1976,-29.208,-177.886,7.8
1976,-28.427,-177.657,8
1976,44.915,149.123,7
1976,15.324,-89.101,7.5
1976,14.767,-91.061,5.1
1976,36.61,67.79,5.5
1976,41.13,43.01,4.8
1976,40.31,63.77,7
1976,0.78,-79.8,6.7
1976,40.89,42.85,5.5
1976,46.356,13.275,6.5
1976,40.38,63.47,7
1976,24.57,98.953,7.3
1976,24.531,98.71,7.4
1976,17.4,-100.64,6.4
1976,-4.603,140.091,7.1
1976,7.4,-78.1,6.7
1976,-8.17,114.888,6.5
1976,4.96,118.31,6.2
1976,39.57,117.98,7.5
1976,39.664,118.401,7.4
1976,6.292,124.09,8
1976,7.249,122.939,6.8
1976,37.7,28.89,4.9
1976,46.28,13.157,5.5
1976,46.302,13.197,6
1976,46.32,13.13,5.9
1976,-4.517,139.918,7.1
1976,33.8,59.15,6.2
1976,39.12,44.03,7.3
1976,36.51,71.04,6.1
1976,-20.52,-68.92,7.3
1976,-27.953,26.653,5.2
1976,39,44,
1977,-8.22,115.19,5.2
1977,40.04,70.85,5.9
1977,45.777,26.703,7.5
1977,0.45,100.02,6
1977,16.77,122.33,7.3
1977,27.61,56.39,6.9
1977,38.56,40.02,4.9
1977,-16.696,-172.095,7.6
1977,31.98,50.68,5.9
1977,-9.828,160.323,6.8
1977,-9.89,160.348,7.6
1977,-9.844,160.822,7.5
1977,-9.965,160.731,8.1
1977,38.934,44.38,5.4
1977,39,44,
1977,-22.878,-175.9,7.2
1977,46.29,14.29,4.6
1977,-11.085,118.464,8
1977,-1.081,146.23,5.5
1977,7.34,-76.3,6.5
1977,-25.856,-175.406,7.2
1977,42.11,23.97,5.1
1977,36.73,55.04,4.9
1977,-31.03,-67.77,7.4
1977,30.95,56.47,5.8
1978,34.809,139.259,6.6
1978,-30.68,-177.36,7.7
1978,39.69,39.79,4.5
1978,38.78,141.95,6.1
1978,38.1,16.03,5
1978,29.926,66.302,5.9
1978,17.03,-99.74,6.6
1978,44.026,149.002,6.7
1978,44.14,149.029,6.6
1978,44.209,148.971,6.8
1978,44.932,148.439,7.5
1978,44.244,148.862,7.6
1978,42.839,78.606,7.1
1978,43.269,20.919,5.7
1978,38.391,15.066,5.7
1978,40.759,23.268,5.6
1978,35.1,132.6,4.9
1978,38.19,142.028,7.7
1978,8.249,122.403,6.9
1978,40.739,23.229,6.4
1978,,,
1978,22.282,121.512,7.4
1978,14.843,-91.022,4.5
1978,-26.51,-70.54,7
1978,34.35,-119.7,5.6
1978,36.63,-6.871,4.4
1978,48.29,9.01,5.3
1978,33.386,57.434,7.8
1978,39.35,72.61,6.8
1978,16.01,-96.591,7.7
1978,44.592,146.581,7.5
1978,32.14,49.65,6.2
1978,23.247,122.075,7
1979,33.897,59.472,6.8
1979,-16.39,-72.658,6.9
1979,40.232,143.703,6.4
1979,60.691,-141.671,7.5
1979,17.813,-101.276,7.6
1979,41.956,19.023,5.3
1979,42.096,19.209,6.9
1979,34.53,24.437,5.6
1979,-8.299,115.934,5.4
1979,42.255,18.752,6.2
1979,-8.207,115.949,5.8
1979,-30.812,117.179,6.1
1979,-4.98,145.577,6.2
1979,8.316,-82.943,6.5
1979,31.452,119.241,5.4
1979,39.672,28.66,4.9
1979,41.145,108.129,5.9
1979,-1.679,136.04,7.9
1979,42.812,13.061,5.8
1979,14.321,-90.082,4.7
1979,-46.675,165.707,7.5
1979,32.634,-115.324,6.9
1979,-8.254,115.847,6.2
1979,13.833,-90.881,6.8
1979,-7.656,108.252,6.1
1979,39.536,20.398,5.2
1979,33.918,59.741,6.6
1979,-16.76,-179.984,6.9
1979,4.805,-76.217,6.4
1979,33.962,59.726,7.5
1979,34.033,59.817,6
1979,1.598,-79.358,7.7
1979,-3.299,102.712,6.6
1979,-8.39,115.889,6.3
1980,38.727,-27.75,6.9
1980,37.855,-121.816,5.9
1980,43.53,146.753,7
1980,-8.082,108.793,5.8
1980,40.459,15.855,4.5
1980,14.716,-91.317,5.3
1980,46.214,-122.194,5.2
1980,43.294,20.837,5.8
1980,37.6,-118.84,6.1
1980,32.22,-114.985,6.4
1980,34.808,139.181,6.2
1980,-12.41,166.381,7.5
1980,39.269,23.041,6.4
1980,40.113,70.596,5.2
1980,39.203,22.729,4
1980,-12.525,165.916,7.9
1980,37.19,50.201,5.4
1980,38.174,-83.907,5.1
1980,29.598,81.092,6.5
1980,15.888,-88.516,6.4
1980,-1.948,-80.017,5.6
1980,32.913,75.633,4.9
1980,32.834,75.629,4.8
1980,35.45,139.964,6
1980,-39.542,176.478,5.6
1980,36.195,1.354,7.7
1980,18.211,-98.24,6.4
1980,41.117,-124.253,7.2
1980,-13.347,-74.545,4.9
1980,40.914,15.366,6.9
1980,8.045,-72.441,5
1980,34.587,50.652,5.8
1980,34.503,50.59,5.2
1981,38.64,142.75,6.9
1981,-4.576,139.232,6.7
1981,30.927,101.098,6.8
1981,41.051,14.601,4.6
1981,38.222,22.934,6.7
1981,38.209,23.288,6.4
1981,39.481,20.699,5.6
1981,-13.144,-74.376,4.8
1981,33.133,-115.65,6
1981,-48.786,164.357,7.6
1981,29.913,57.715,6.7
1981,-13.166,-74.522,5.2
1981,30.013,57.794,7.1
1981,44.849,17.312,5.5
1981,-14.96,-173.085,7.7
1981,35.693,73.594,5.9
1981,-33.134,-73.074,7.5
1981,8.117,-72.527,5.4
1981,18.048,-102.084,7.3
1981,23.686,32.604,5.3
1981,29.856,66.962,4
1981,39.243,25.227,7.5
1982,13.752,124.358,7.1
1982,46.975,-66.659,4.5
1982,13.158,-87.589,6
1982,6.946,94.002,6.3
1982,-6.863,106.936,5.5
1982,4.374,97.755,5.4
1982,-9.265,118.479,6.4
1982,42.158,142.361,6.7
1982,17.25,-93.21,3.5
1982,-12.69,-76.065,6.1
1982,36.785,105.55,4.6
1982,16.558,-98.358,7
1982,31.907,99.931,5.5
1982,13.313,-89.339,6.2
1982,36.194,141.702,6.8
1982,-12.597,165.931,7.5
1982,-8.375,120.577,5.6
1982,14.487,-89.121,5.1
1982,43.164,12.586,4.4
1982,40.883,19.59,5.5
1982,14.701,44.379,6
1982,36.148,69.011,6.6
1982,-24.133,-175.864,7.7
1982,-8.405,123.08,5.9
1982,33.826,139.434,6.1
1983,38.026,20.228,7.2
1983,16.147,-95.232,6.7
1983,39.945,75.135,6.2
1983,41.959,21.54,4.7
1983,38.841,70.727,5.2
1983,-4.056,127.924,6.5
1983,-4.883,153.581,7.6
1983,38.294,20.262,6.2
1983,35.953,52.264,4.9
1983,2.461,-76.686,4.9
1983,39.042,48.714,4.6
1983,8.717,-83.123,7.3
1983,5.723,94.722,6.6
1983,40.025,75.26,5.6
1983,-4.843,-78.103,6.5
1983,14.926,99.023,5.9
1983,36.219,-120.317,6.2
1983,40.462,139.102,7.7
1983,40.249,138.948,5.9
1983,41.346,139.099,6.9
1983,9.652,-83.688,6.2
1983,40.324,27.222,6.1
1983,61.031,-147.286,6.1
1983,36.948,49.18,5
1983,30.349,67.84,4.2
1983,40.142,24.766,7
1983,35.5,139.07,5.3
1983,55.867,161.287,6.5
1983,18.231,120.86,6.5
1983,43.246,20.859,5.1
1983,33.941,139.513,6
1983,-26.535,-70.563,7.3
1983,1.084,121.052,6
1983,1.131,120.858,6.1
1983,43.974,-113.916,7.3
1983,40.33,42.187,6.9
1983,35.464,133.899,5.2
1983,35.206,115.213,5.3
1983,50.696,5.346,5
1983,44.689,10.317,5
1983,19.43,-155.454,6.7
1983,-6.852,72.11,7.6
1983,-5.392,151.868,6.4
1983,11.866,-13.529,6.2
1983,36.372,70.738,7.2
1984,-2.823,118.806,6.6
1984,34.616,70.484,5.8
1984,-10.012,160.469,7.5
1984,38.396,22.094,5.4
1984,36.431,70.826,6.1
1984,40.32,63.35,7
1984,44.117,148.192,7
1984,-4.647,145.805,6.6
1984,37.32,-121.698,6.1
1984,43.26,12.558,5.3
1984,41.765,13.898,5.8
1984,41.831,13.961,5.2
1984,42.967,17.734,5.1
1984,31.448,140.036,5.5
1984,17.984,-69.338,6.7
1984,52.878,-4.198,4.7
1984,32.386,131.945,6.7
1984,1.761,99.075,5.2
1984,43.314,20.957,4.7
1984,35.789,137.488,6.1
1984,40.885,42.219,6.4
1984,34.006,141.5,6.9
1984,37.013,21.757,4.5
1984,40.545,42.403,5.3
1984,42.375,-105.72,5.1
1984,39.155,71.328,6.1
1984,56.2,163.4,7
1984,24.641,92.891,5.6
1985,-33.053,-68.467,6.9
1985,28.399,52.997,5.3
1985,-33.132,-71.708,8
1985,17.013,-62.448,6.3
1985,-32.663,-71.551,6.6
1985,7.758,123.544,6.5
1985,-34.131,-71.618,7.5
1985,-9.245,114.185,6.2
1985,25.926,102.871,5.8
1985,16.498,120.815,6.1
1985,39.266,22.81,5.5
1985,-5.599,151.045,7.1
1985,-4.439,152.828,7.2
1985,36.19,70.896,6.6
1985,-9.159,-78.887,6.1
1985,39.431,75.224,7.5
1985,-4.13,136.049,6.3
1985,18.19,-102.533,8.1
1985,17.802,-101.647,7.6
1985,-9.829,159.854,6.9
1985,41.581,22.254,5
1985,15.299,-90.863,4.5
1985,40.301,69.823,5.9
1985,36.46,6.761,5.9
1985,40.31,42.307,4.2
1985,-1.639,134.911,7.1
1985,-13.987,166.185,7.6
1985,11.725,-85.838,6
1985,-13.966,166.516,7.6
1985,37.688,15.068,4.3
1986,-9.505,-77.512,5.3
1986,-3.904,103.461,5
1986,15.075,-92.072,4.7
1986,-13.41,-71.785,4.6
1986,32.128,76.374,5.3
1986,37.993,37.806,5.9
1986,51.52,-174.776,8
1986,41.431,43.737,5.7
1986,29.627,69.363,5.2
1986,52.327,-174.504,6.4
1986,24.125,121.619,6.4
1986,10.597,-62.928,6.2
1986,-4.448,143.943,7.1
1986,34,-116.61,6
1986,29.962,51.582,5.6
1986,32.97,-117.869,5.8
1986,10.77,-69.428,4.9
1986,37.537,-118.447,6.2
1986,37.2,37.3,4.1
1986,45.547,26.316,6.9
1986,37.014,22.176,5.8
1986,36.93,22.175,4.8
1986,-30.546,28.737,4.8
1986,13.827,-89.118,5.4
1986,37.931,28.574,5.5
1986,27.727,66.65,4.5
1986,-28.117,-176.367,8.1
1986,23.901,121.574,7.8
1986,44.12,16.339,5.5
1986,-5.494,-35.769,4.8
1986,43.274,25.912,5.6
1986,-33.071,-72.084,5
1986,29.985,51.623,5
1987,41.964,81.319,5.8
1987,41.529,79.318,5.9
1987,35.964,1.374,4.3
1987,36.988,141.689,6.3
1987,-6.088,147.689,7.6
1987,-37.965,176.765,6.6
1987,-24.388,-70.161,7.3
1987,0.083,-77.785,7.2
1987,32.034,131.837,6.7
1987,37.447,137.865,5.1
1987,16.066,120.301,6.3
1987,2.244,98.866,6.6
1987,8.047,125.41,5.2
1987,34.076,48.266,4.6
1987,-10.717,162.33,6.3
1987,-14.074,167.828,6.6
1987,24.924,115.608,4.9
1987,-19.022,-69.991,6.9
1987,-17.897,-70.931,6.4
1987,-58.893,158.513,7.7
1987,43.242,13.874,4.6
1987,-0.978,-78.05,6.2
1987,34.061,-118.078,5.7
1987,-8.143,-77.954,5.1
1987,34.07,-118.1,4.8
1987,-17.94,-172.225,7.3
1987,-7.288,154.371,6.8
1987,-6.266,149.06,7.7
1987,58.586,-143.27,7.2
1987,33.082,-115.775,6.2
1987,-8.247,124.155,6.5
1987,58.679,-142.786,7.9
1987,35.362,140.214,6
1988,38.111,106.336,5.5
1988,41.246,19.63,5.8
1988,-19.847,133.803,6.3
1988,-19.829,133.882,6.7
1988,-24.753,-70.433,6.7
1988,24.688,91.57,5.8
1988,57.262,-142.747,7.8
1988,30.89,50.194,5.7
1988,12.376,121.067,6.2
1988,18.606,121.013,5.4
1988,-5.964,148.78,6.8
1988,23.902,121.598,5.7
1988,25.149,95.127,7.2
1988,-10.258,160.896,7.6
1988,29.974,51.679,6.1
1988,26.755,86.616,6.6
1988,-6.06,146.23,4.3
1988,37.18,71.811,5
1988,37.938,20.932,5.8
1988,36.443,2.759,5.6
1988,13.881,-90.45,6
1988,19.08,-67.256,5.7
1988,22.789,99.611,7.3
1988,23.181,99.439,6.4
1988,21.23,108.545,4.6
1988,18.068,-76.597,4.7
1988,12.399,124.537,6.6
1988,37.938,-26.142,5.3
1988,48.117,-71.183,5.8
1988,40.987,44.185,6.8
1989,38.465,68.694,5.3
1989,1.031,126.189,5.6
1989,40.027,41.816,4.4
1989,-4.346,152.797,5.4
1989,-13.702,34.42,6.1
1989,29.987,99.195,6.2
1989,16.773,-99.328,6.8
1989,29.964,51.655,5.1
1989,11.038,-68.27,5.2
1989,23.553,99.526,5.6
1989,-52.341,160.568,8.2
1989,30.167,50.921,5.8
1989,21.861,89.763,5.1
1989,1.134,-79.616,6.1
1989,19.362,-155.083,6.1
1989,39.112,-28.242,5.7
1989,34.942,139.193,5
1989,-8.081,125.129,6.2
1989,-4.511,139.022,5.8
1989,43.522,45.362,5
1989,11.766,41.942,6.3
1989,-4.219,136.667,6
1989,55.543,-156.835,6.9
1989,31.583,102.433,6.1
1989,30.96,51.421,4.7
1989,37.036,-121.883,6.9
1989,39.893,113.884,5.3
1989,39.571,143.333,6.6
1989,36.788,2.448,5.7
1989,18.986,-68.833,4.4
1989,39.837,142.76,7.4
1989,29.882,106.804,4.7
1989,29.892,57.718,5.9
1989,8.337,126.729,7.5
1989,-32.967,151.619,5.4
1990,9.755,124.694,6.6
1990,34.706,139.252,6.4
1990,34.14,-117.7,5.5
1990,-22.122,175.163,7.6
1990,28.925,66.331,6.1
1990,9.919,-84.808,7
1990,37.034,72.942,6.3
1990,9.253,125.606,5.5
1990,52.314,-2.985,4.7
1990,15.125,147.596,7.5
1990,39.436,74.9,6.2
1990,1.186,122.857,7.6
1990,31.107,51.678,4.7
1990,35.986,100.245,6.9
1990,40.775,15.766,5.4
1990,-40.296,176.064,6.3
1990,5.121,32.145,7.1
1990,5.358,31.848,7
1990,-6.016,-77.229,6.5
1990,45.841,26.668,6.7
1990,45.811,26.769,6.1
1990,9.855,-84.327,4.6
1990,-6.062,-77.136,4.9
1990,11.76,121.899,7.1
1990,47.869,85.076,6.8
1990,27.398,65.719,6.3
1990,36.957,49.409,7.3
1990,36.636,49.799,5.3
1990,-6.904,108.12,4.8
1990,36.415,70.789,5.6
1990,15.679,121.172,7.8
1990,36.99,29.595,5.1
1990,-15.355,167.464,6.4
1990,47.963,84.961,6.1
1990,-0.059,-78.449,4.4
1990,33.267,138.643,6.5
1990,-28.014,26.727,4.2
1990,47.903,84.961,4.5
1990,-26.39,27.349,4
1990,37.093,103.781,5.8
1990,35.121,70.486,6
1990,28.251,55.462,6.7
1990,3.908,97.457,6.8
1990,43.853,16.633,5.6
1990,40.854,73.553,4.6
1990,37.3,15.438,5.3
1990,23.916,121.636,6.2
1990,23.722,121.627,6.3
1990,41.004,22.3,5.9
1990,9.869,-84.302,5.7
1990,-5.097,150.967,7.5
1991,23.613,95.901,7.1
1991,35.993,70.423,6.4
1991,-9.929,159.139,6.9
1991,44.885,6.76,3.8
1991,48.268,154.328,5.7
1991,58.427,-175.45,6.7
1991,40.386,78.959,6.1
1991,39.887,113.923,5.5
1991,-6.038,-77.13,6.4
1991,-5.982,-77.094,6.7
1991,37.457,68.273,5.1
1991,36.416,70.912,4.1
1991,9.685,-83.073,7.6
1991,39.597,41.118,4.5
1991,42.453,43.673,7
1991,9.542,-82.418,6.2
1991,42.565,43.349,4.9
1991,5.865,116.746,4.5
1991,42.461,44.009,6.1
1991,15.119,120.355,5.5
1991,39.984,42.875,4.5
1991,1.196,122.787,7.5
1991,34.262,-118.002,5.1
1991,-8.099,124.681,6.5
1991,45.364,21.057,5.6
1991,44.888,22.407,5.6
1991,-15.679,-71.574,4.7
1991,36.52,44.066,5.1
1991,9.737,-84.054,4.7
1991,10.045,-69.948,5.2
1991,40.235,-124.348,6.2
1991,-40.25,175.053,5.6
1991,14.646,-90.986,6.2
1991,-9.094,158.442,7.2
1991,30.78,78.774,7
1991,30.666,50.218,5.4
1991,26.323,70.607,5
1991,4.554,-77.442,6.4
1991,13.887,44.068,4.7
1991,36.924,49.603,5
1991,45.498,21.115,5.5
1991,45.533,151.021,7.6
1992,18,108,3.7
1992,35.106,139.644,5.6
1992,-7.138,109.067,4.4
1992,31.726,50.778,4.6
1992,39.71,39.605,6.9
1992,51.153,5.798,5.2
1992,33.961,-116.318,6.3
1992,40.368,-124.316,7.1
1992,41.019,72.429,6.2
1992,7.191,126.762,7.5
1992,33.377,71.317,6
1992,19.613,-77.872,7
1992,-11.122,165.239,7
1992,34.201,-116.436,7.6
1992,34.203,-116.827,6.7
1992,36.705,-116.293,5.4
1992,39.419,143.33,7
1992,32.536,141.641,6.3
1992,42.142,73.575,7.5
1992,29.087,66.74,5.5
1992,11.727,-87.386,7.7
1992,29.134,52.187,4.7
1992,-6.087,26.651,7
1992,29.778,31.144,5.3
1992,6.845,-76.806,7
1992,7.075,-76.862,7.4
1992,-8.48,121.896,7.8
1993,43.3,143.691,7.6
1993,23.027,101.062,5.6
1993,32.104,60.088,5.1
1993,37.634,137.245,6.3
1993,-14.385,-178.252,6.4
1993,29.084,87.333,6.2
1993,45.035,-122.607,5.6
1993,30.692,50.886,5.1
1993,-11.652,-76.53,6.3
1993,51.218,157.829,7.5
1993,-28.886,-176.819,6.6
1993,30.149,50.814,5.4
1993,9.821,-83.622,5.8
1993,42.851,139.197,7.7
1993,38.224,21.756,5.6
1993,15.385,31.69,5.5
1993,41.985,139.839,6.3
1993,12.982,144.801,7.8
1993,14.717,-92.645,7.2
1993,42.314,-122.012,6
1993,18.066,76.451,6.2
1993,-5.889,146.02,6.9
1993,28.723,82.28,5.1
1993,18.12,76.533,4.6
1993,51.934,158.647,7
